,0
0,1660.42
1,-17.117225696496234
2,-6.9443149345604525
3,18.911758112198186
4,-4.161645486097086
5,-31.55095394130808
6,55.66343877491113
7,0.4482082768458895
8,-28.349273819952487
9,6.663467723022677
10,-72.2577768278179
11,24.79534689379784
12,-5.862410592113292
13,-31.605271183673494
14,7.741603533721673
15,44.31985006278933
16,-29.715968048356217
17,3.5448269628329854
18,24.069838520013263
19,5.996043095140067
20,2.091884637942485
21,15.177897233269732
22,10.6648706738697
23,-23.59843999313307
24,5.657307268320437
25,39.49143576039546
26,-19.875210212951743
27,26.81547978244521
28,3.545888177791312
29,-35.468760638653976
30,-10.75689466716085
31,21.596920479567416
32,29.132103468990408
33,-16.409187461112197
34,35.264708323352124
35,-21.812662302903618
36,-5.693068899642412
37,-6.306296119580111
38,-27.203257966383262
39,21.245086687642015
40,5.769931609711648
41,-5.668895213228097
42,-0.15485199138220196
43,25.642612144067243
44,-6.868645519024312
45,8.197394145219505
46,45.134297315902586
47,54.56806408204238
48,27.154906255422475
49,20.83739580435008
50,64.32349683818666
51,-11.3026483409717
52,50.91524740205773
53,13.417315420818113
54,-25.847075934991153
55,21.76572424124106
56,-58.59388776074525
57,16.275975102698567
58,-16.327379376212548
59,-38.60761953174074
60,15.555396745267672
61,36.11489323630849
62,16.204375827731383
63,-7.5127559883289905
64,-13.662604223076414
65,-60.076805227690556
66,-0.5975938990529812
67,8.99099193253619
68,-39.20764211965093
69,16.260465138897644
70,-18.55465618276935
71,15.335779100421632
72,6.223638630832511
73,25.048319439765464
74,-6.274003353343687
75,-2.0592879417858967
76,-18.85567109137969
77,-28.590811296643096
78,-39.929089302515195
79,2.24695456910581
80,-7.5355508412576455
81,8.836853154919027
82,-12.001333612084181
83,-60.41256987183647
84,15.853373369198607
85,-15.810775296241445
86,-27.914360385620967
87,14.02355193838821
88,-16.02221334842443
89,-9.864151914159038
90,4.864856325734081
91,-37.474294425953985
92,44.03647664347386
93,-38.80633214885438
94,13.765595531792997
95,48.31441256049425
96,-67.94844845777243
97,13.50734402460921
98,-29.17437451092769
99,-4.243727973122304
100,-29.597883049187658
101,-85.3426852095381
102,-31.179896653182368
103,-20.556559842297247
104,61.67673907705898
105,-4.148798506282901
106,-0.3913282482519662
107,-42.74349603878545
108,-55.623020551721766
109,15.151136074610122
110,22.218749980393795
111,-75.37426390837823
112,54.43990629768655
113,34.24440341727586
114,-24.829866794192185
115,24.007059282099135
116,14.251282006386873
117,-13.948077874238606
118,-85.44287410832453
119,27.22387553797944
120,3.4959236869779033
121,-20.64782740832061
122,-50.07442990250138
123,-27.398820179768563
124,4.868917427760607
125,61.74693298268039
126,-12.651211656852865
127,20.08170037087757
128,-1.0407326234578704
129,-45.51937966270884
130,-39.56367201999251
131,-47.16052353296368
132,35.17944121450432
133,-117.35807966611515
134,-38.003360322988556
135,-43.95010940953921
136,59.424120913639854
137,-70.07443737847302
138,-179.35359233225597
139,-28.52353877969665
140,233.70113203019264
141,5.4924400378617975
142,-17.514098961221634
143,35.30219217260628
144,-25.375444066768523
145,-15.203050233965996
146,-47.422904543598065
147,6.39927019228071
148,-22.056943696422536
149,-38.876921694473026
150,-42.34915486542434
151,-175.63213233753868
152,-14.823278366988916
153,-109.56797490269378
154,69.35775169901001
155,-36.09669319438137
156,85.70071426941934
157,-65.48234756602665
158,-56.932476614636926
159,-29.111354481092235
160,20.274964140310544
161,26.826562575288904
162,-18.521121775154256
163,-29.07348006141183
164,-90.54476830355429
165,21.084594159994595
166,75.36906685273163
167,118.6762762808861
168,4.906868825453785
169,38.59622807273195
170,7.701976335783456
171,-76.44575563947205
172,26.74408249043438
173,14.396946201871174
174,-94.09614041459054
175,-47.147542059504076
176,-8.777140763480134
177,-34.434673538758034
178,20.449639947732408
179,-19.698615038689695
180,-25.448344930275198
181,-18.297362115769374
182,88.18489704865783
183,-9.742195194408623
184,-4.412748101665898
185,28.30839869060344
186,-8.004210080437701
187,-42.691620548563606
188,14.901051708528371
