,CLOSE
2768,0.42445103191948874
2769,1.0007223368397717
2770,0.1839816824508489
2771,5.09989103523958
2772,4.910319071374943
2773,1.4608167065416637
2774,6.51015566392698
2775,5.797414867915904
2776,-2.1465415261723138
2777,1.7530211943176255
2778,-0.20573352832161618
2779,2.8483543843071857
2780,2.3303409843565532
2781,-3.8500765885664805
2782,2.4315686102031577
2783,-4.999385103058557
2784,-1.8872832107008435
2785,-3.7339158454060453
2786,-7.227281815963579
2787,-10.008839381986945
2788,-2.0583090183072272
2789,-4.58505791893549
2790,0.39625831885496154
2791,-5.718834079235876
2792,1.81068106906514
2793,-4.260327806852274
2794,-7.302609239364756
2795,-7.772065434152864
2796,1.463720353699955
2797,0.8060830734420961
2798,8.89725418058697
2799,2.5867436277922025
2800,2.1733780565286906
2801,1.624998466123543
2802,0.7350076325033115
2803,4.956783669247216
2804,0.6881129567118478
2805,-6.308544671364416
2806,-21.7272803591336
2807,-18.3983099596785
2808,4.253129863310733
2809,-13.284426776164764
2810,-4.217381620591368
2811,-8.817439609314533
2812,-10.936394068537084
2813,14.666263336384418
2814,16.58072327945456
2815,2.976411038311653
2816,-5.525375180904575
2817,1.4975416091688203
2818,-3.428878501154486
2819,6.4910875315868
2820,-3.2675310024178543
2821,-0.3235100537767721
2822,25.815119609446356
2823,0.3234738974338143
2824,-0.6871851386354138
2825,3.766398707848566
2826,-10.131677435098482
2827,-5.819942464335327
2828,-1.008767590593834
2829,-4.4746213964158414
2830,-21.18173635034009
2831,-16.20484390096908
2832,2.4110096553554285
2833,-14.642297909916124
2834,-9.964788816287637
2835,-7.824941494579434
2836,-9.57154147929623
2837,1.353702133968909
2838,-1.991314213233636
2839,-6.439491703538351
2840,-6.57258042993908
2841,-0.6149440151120871
2842,-0.19218369551299475
2843,3.4273392169939143
2844,7.6998837726087
2845,-4.608683833842406
2846,3.4844641912213774
2847,-9.592445458505608
2848,-6.223990835387667
2849,-4.063315607378172
2850,6.86406987145665
2851,0.11779373774152191
2852,8.723322552086302
2853,-0.2941664090426457
2854,-0.6883069750942923
2855,-8.455726441446586
2856,-3.120913394026047
2857,3.5381154322203656
2858,-0.9170196028667306
2859,5.5401451912835
2860,-3.8212825196133053
2861,-5.519226673616231
2862,1.1233342659202208
2863,-11.899408983631474
2864,-12.031234456895163
2865,-9.470372911237973
2866,-6.096221390912433
2867,-1.6844499725475544
2868,-12.59718424510902
2869,-17.551142150443866
2870,-15.635249825802475
2871,-11.495522330641961
2872,-6.9507979787449585
2873,-19.650901301427893
2874,-16.212289161438093
2875,-16.233860821355393
2876,-0.46097442861810123
2877,-4.701932754048812
2878,-13.819192236463095
2879,-12.550200592352212
2880,-16.564315340781377
2881,-7.708435352846209
2882,0.40787278732386767
2883,-2.350963236331154
2884,4.436670803553625
2885,6.859390138782601
2886,14.901346775412094
2887,-0.048617673760418256
2888,-8.468987447059135
2889,-10.520367501623696
2890,-4.975330810181276
2891,-14.608209852654
2892,-4.078445599209317
2893,-7.112861377153422
2894,-14.647753431702313
2895,-9.73967396983835
2896,-6.046138443799009
2897,-13.983834178609413
2898,-7.835464778395362
2899,-5.5336397461442175
2900,13.159833319046811
2901,16.398228270859363
2902,3.8801640259407577
2903,8.415560204825397
2904,-2.465290888094387
2905,-11.977322876916332
2906,-11.461222740284938
2907,-13.236619082791094
2908,-15.580927487252666
2909,-7.8217570015913225
2910,-10.827576788078659
2911,3.4479275672329095
2912,-7.191181446857627
2913,-8.317510888447941
2914,0.9873251397270906
2915,-10.541789353923377
2916,-4.166823532174476
2917,3.203306155388873
2918,-3.3388180784354518
2919,-10.990589576091224
2920,-10.288826400309972
2921,-15.919005522467614
2922,2.6632728605945886
2923,3.3596774053266927
2924,17.704230033945805
2925,4.070099450131693
2926,-16.84879133964705
2927,6.097734154828686
2928,-1.9794756881333342
2929,-21.655748841070817
2930,2.2523292726555155
2931,-18.567723021772508
2932,1.2505322614711076
2933,-0.9871480847964449
2934,-8.674276154647941
2935,-7.41745373020467
2936,-12.715930198272417
2937,4.131766853202407
2938,6.282243258801373
2939,8.436975329454071
2940,-3.7884557387733366
2941,5.861104495940708
2942,8.249132800303414
2943,3.2279551864417044
2944,-1.9407943272799457
2945,0.9881807393039708
2946,-2.4181862300711146
2947,-6.57042758059697
2948,-3.400490643012745
2949,-3.5534829223784072
2950,-21.304854785250427
2951,-21.105218696969587
2952,-12.641350520578271
2953,-14.451992814916593
2954,-8.382370715420166
2955,-6.893839517954348
2956,-8.344902174515937
2957,-2.6184037689558863
2958,6.104986959674534
2959,3.5294216763031727
2960,-1.2073012445048334
2961,-8.151906312317351
2962,-6.2073872728688
2963,-14.864059112604082
2964,-14.020156012549705
2965,-12.549156638729983
2966,-22.602719135816187
2967,-22.888358131972836
2968,-21.90060507539374
2969,-20.05119251530141
2970,-26.67447326536876
2971,-19.660568769130805
2972,-12.931928161217911
2973,-5.6381137144844615
2974,-11.113522525802637
2975,-13.190030547273636
2976,-8.240810180863718
2977,-21.051174393064684
2978,-9.175081732907529
2979,-19.391223028004788
2980,-8.924087950841567
2981,-20.82980257302188
2982,-9.634489383276104
2983,-24.030481645313102
2984,-5.259453149975798
2985,-4.352766766917739
2986,8.111924194345647
2987,23.42759425844224
2988,-1.8637713454213554
2989,-0.7662814590726157
2990,-18.86261502806383
2991,-5.618484717726005
2992,-1.8824673690892268
2993,-4.776898668281774
2994,-17.6548153450276
2995,1.4161287595247813
2996,-8.66047579312999
2997,-10.923818385053892
2998,-12.69911238320583
2999,-20.33653524754618
3000,-18.916107754578206
3001,-15.428105949873952
3002,-17.095627795587916
3003,-9.902832101031436
3004,-12.326274416888737
3005,-12.157946585635727
3006,-50.471886816736514
3007,-10.648352645723207
3008,-53.37523243729356
3009,-27.024623941801565
3010,-30.029550170474522
3011,-17.804853577958966
3012,-1.844283506530246
3013,-24.217855857670656
3014,-6.23355116396624
3015,-45.554699129363144
3016,-17.66974989909704
3017,-48.573803686730116
3018,-51.22048076323108
3019,21.504674628874454
3020,-27.320257786554976
3021,-47.02861544571488
3022,64.50771158791395
3023,-76.88798797092522
3024,-37.610613275362084
3025,-20.522225767747386
3026,-21.582867074174374
3027,-8.646261775056246
3028,-56.79376589371168
3029,-8.516485219618971
3030,-37.05637466582675
3031,-38.57134521561056
3032,-8.071320522345559
3033,-35.77499354007432
3034,-13.382117271064999
3035,-33.09499853690522
3036,9.617336522692767
3037,10.400535741954627
3038,-1.8737973705301556
3039,-11.86365473517435
3040,-19.018827742936537
3041,-29.630001267516036
3042,7.805161935780234
3043,-0.3787671267537007
3044,2.5543078072337266
3045,27.04364393441074
3046,33.483580371854714
3047,5.150689869680718
3048,-11.835725421109146
3049,-11.948460609104131
3050,-2.792383701408653
3051,4.35727151342644
3052,-13.859899958182723
3053,-2.9591278871193936
3054,-7.214205193305133
3055,-21.158348952840242
3056,-20.54582923209591
3057,3.057003672886367
3058,-0.6385527186271247
3059,-8.132900802444965
3060,14.787722702651536
3061,-10.112108518815148
3062,21.571080467215324
3063,7.47549519931863
3064,32.68656714838471
3065,-5.291845486730381
3066,14.562682746468454
3067,19.276913037103895
3068,-11.598005168532382
3069,2.206015916735396
